n_gram,freq,freq3
of voters,436,57
of will,278,57
of wood,381,57
oh that,434,57
on campus,1066,57
on last,367,57
on someone,374,57
on student,179,57
one because,296,57
one he,586,57
one hundred,325,57
ones you,352,57
only am,75,57
only once,361,57
or call,887,57
or having,201,57
our families,299,57
out exactly,142,57
out thank,78,57
out ways,68,57
oven and,491,57
paid the,410,57
pass up,259,57
past seven,128,57
people died,180,57
performances of,196,57
piece by,188,57
pizza and,594,57
place an,136,57
point a,308,57
point you,380,57
practice for,274,57
preaching to,88,57
price tag,493,57
production in,252,57
program which,454,57
provide the,970,57
pursue a,289,57
put away,325,57
put my,1449,57
put so,67,57
qualifies as,125,57
raise a,390,57
rate for,458,57
realized they,144,57
really see,297,57
register to,140,57
rejoice in,144,57
remember you,547,57
replaced it,103,57
require them,65,57
research has,219,57
rise up,232,57
room where,389,57
roots of,222,57
round the,704,57
rts and,153,57
runs and,703,57
saturday with,302,57
save time,147,57
saying no,287,57
school students,697,57
schools will,228,57
scored his,159,57
set against,124,57
shake off,125,57
shit on,411,57
shop for,523,57
shore up,209,57
short in,187,57
shot into,91,57
show signs,61,57
showing in,167,57
since moving,119,57
sits at,119,57
slammed into,143,57
slap on,86,57
slow it,95,57
small pieces,223,57
smile bro,57,57
so you're,530,57
some combination,70,57
somebody has,109,57
something called,254,57
son was,539,57
soon and,680,57
soups of,59,57
specifically for,274,57
spelled out,151,57
spend less,147,57
spend your,292,57
square in,198,57
stands at,264,57
still manage,62,57
still think,682,57
stock market,696,57
stocked up,87,57
streets in,250,57
stronger than,473,57
struck in,101,57
students need,111,57
students to,1414,57
study on,205,57
stunned by,111,57
sucks when,148,57
suffered a,904,57
support you,445,57
sweet potatoes,301,57
switched to,379,57
system which,314,57
takes advantage,61,57
takes over,340,57
talk at,276,57
tank of,107,57
taxes in,210,57
test to,226,57
than if,226,57
than many,269,57
that different,188,57
that game,958,57
that your,2410,57
the 2011-12,159,57
the breakdown,134,57
the cards,875,57
the cases,441,57
the disease,808,57
the expression,226,57
the exterior,209,57
the fan,486,57
the grandson,69,57
the greek,653,57
the industrial,278,57
the jobless,103,57
the johns,71,57
the max,309,57
the men's,543,57
the officials,344,57
the onslaught,83,57
the operating,224,57
the player,734,57
the potatoes,349,57
the presumptive,129,57
the proposed,1410,57
the roller,111,57
the ruling,911,57
the sewing,134,57
the suspension,272,57
the temperature,577,57
the territory,180,57
the trappings,71,57
the wedding,1291,57
their family,548,57
them around,310,57
them was,476,57
then hit,195,57
then use,193,57
there last,229,57
these in,282,57
they belong,162,57
they offer,337,57
they show,367,57
they're able,58,57
things it,302,57
those close,70,57
though you,678,57
thought if,190,57
three goals,229,57
time by,408,57
time flies,266,57
tired and,794,57
to beef,83,57
to bolster,248,57
to grapple,59,57
to listening,70,57
to or,863,57
to overhaul,131,57
to partake,92,57
to pin,198,57
to pitch,548,57
to reserve,224,57
to smile,476,57
to trade,650,57
to whole,98,57
to why,586,57
to young,355,57
today stay,88,57
together the,1173,57
tonight so,419,57
too happy,277,57
too of,82,57
town with,266,57
track down,268,57
train of,103,57
twitter account,1110,57
twitter in,269,57
two blocks,203,57
u love,401,57
u_s court,66,57
until this,569,57
up today,635,57
us because,305,57
use on,300,57
uses the,707,57
van gundy,288,57
visible in,132,57
wages and,198,57
wait are,82,57
wait that,199,57
wal-mart stores,69,57
was attached,71,57
was contacted,85,57
was delicious,364,57
was passed,296,57
was percent,408,57
was perhaps,162,57
was returned,100,57
was truly,335,57
watching it,824,57
water for,629,57
ways that,674,57
we bout,71,57
we sure,247,57
we'll need,132,57
we're getting,606,57
week's worth,58,57
well done,1393,57
wells fargo,598,57
were beginning,64,57
were married,282,57
what of,215,57
where else,280,57
where more,101,57
which ones,346,57
which way,295,57
while so,209,57
who as,216,57
who asked,307,57
who pleaded,65,57
who's excited,149,57
will lose,560,57
will surely,303,57
with cheese,203,57
with loads,59,57
without thinking,192,57
work over,123,57
working all,136,57
would serve,173,57
wow you,359,57
wrapping up,379,57
yeah and,515,57
year compared,105,57
you close,162,57
you lived,138,57
you most,374,57
your friend,823,57
your lack,58,57
your opinion,497,57
your so,551,57
your tweet,737,57
1950s and,178,56
1980s and,206,56
a and,598,56
a concept,336,56
a delight,175,56
a domestic,257,56
a knock,123,56
a martha,63,56
a one,973,56
a pledge,132,56
a recommendation,255,56
a sewing,86,56
a signed,233,56
a soap,85,56
a theory,206,56
a vital,304,56
a whirlwind,218,56
about or,470,56
about those,620,56
accounts for,405,56
active role,81,56
activities of,161,56
actually do,399,56
afternoon and,644,56
agreed not,74,56
all weekend,637,56
alleged that,227,56
allowed it,101,56
along party,56,56
also played,289,56
always say,480,56
always that,180,56
am done,179,56
am loving,320,56
am planning,141,56
an afternoon,417,56
an aspect,69,56
an infield,117,56
an uptick,70,56
analysts had,127,56
and border,123,56
and changing,251,56
and control,436,56
and dentistry,70,56
and determined,235,56
and five,982,56
and government,547,56
and means,172,56
and they've,337,56
and video,555,56
anyway it,182,56
anywhere on,108,56
appeared at,164,56
application of,296,56
architect of,126,56
are down,487,56
are gearing,56,56
are higher,155,56
are packed,138,56
are running,541,56
as people,643,56
asking people,111,56
association said,250,56
at columbia,155,56
at coors,83,56
attacks in,214,56
away a,761,56
baby and,652,56
back some,235,56
bad in,286,56
banks and,506,56
be because,400,56
be counted,220,56
be influenced,67,56
be next,342,56
be writing,318,56
beans and,546,56
becomes part,56,56
been hard,205,56
beer at,220,56
beer with,302,56
before too,103,56
begins in,281,56
believe what,337,56
better idea,180,56
big bowl,94,56
bill which,310,56
birthday love,138,56
bone in,147,56
boneless skinless,69,56
both inside,71,56
box on,151,56
breaks your,65,56
brought by,196,56
brought tears,61,56
built for,281,56
but life,201,56
but people,466,56
by years,101,56
by yours,65,56
c of,341,56
came together,392,56
can control,311,56
can smell,231,56
can teach,272,56
can't put,291,56
cannot be,2226,56
cater to,213,56
celebrate cinco,56,56
certified public,81,56
child with,317,56
class this,302,56
clear my,166,56
co-director of,75,56
colleagues in,126,56
college students,602,56
comes and,227,56
company says,197,56
considered for,193,56
constantly trying,65,56
cook stirring,179,56
could even,386,56
could stand,167,56
county public,166,56
course we,665,56
cover it,312,56
crisis and,346,56
damned if,144,56
days this,236,56
days till,478,56
deaths in,208,56
delighted to,392,56
dentistry of,58,56
destroyed by,205,56
didnt want,93,56
do an,566,56
doctor told,117,56
don't count,235,56
down i,984,56
drawn into,145,56
dreams are,373,56
drive from,339,56
east ninth,81,56
eligible to,399,56
enables you,58,56
end at,217,56
enough hours,66,56
environmental impact,158,56
events for,249,56
ever go,208,56
ever told,151,56
excellent way,69,56
excitement of,226,56
facility in,484,56
fact one,108,56
falls on,233,56
favorite color,277,56
favour of,241,56
few too,60,56
field of,854,56
find what,272,56
finished my,576,56
first days,170,56
first inning,449,56
five games,615,56
florence and,109,56
following better,58,56
for further,422,56
for treatment,246,56
forgot i,235,56
forgot it,121,56
former u_s,326,56
found ways,77,56
france and,469,56
from outer,59,56
from south,337,56
from throughout,82,56
fun out,97,56
funds from,178,56
further ado,230,56
get everything,321,56
gig at,142,56
given birth,111,56
glimmer of,108,56
go spurs,84,56
go watch,280,56
good all,161,56
good point,669,56
good source,88,56
good year,243,56
grandma and,187,56
great i,988,56
growing list,62,56
guys thanks,82,56
had intended,88,56
had read,283,56
has produced,296,56
has told,313,56
hate how,341,56
have none,131,56
haven't found,230,56
having access,58,56
he becomes,219,56
head against,129,56
headquarters of,121,56
held up,484,56
hell did,200,56
hero of,157,56
his major,121,56
hope of,576,56
hope the,1907,56
hot or,172,56
hotel room,593,56
hotel venice,56,56
however he,513,56
huge amounts,61,56
i intended,95,56
i kno,459,56
i promised,322,56
i share,414,56
i smiled,216,56
i switched,167,56
i'm enjoying,301,56
im starting,86,56
im talking,108,56
impact in,195,56
in hudson,107,56
in literary,83,56
in matters,78,56
in months,688,56
in practice,606,56
in schools,427,56
industrial average,365,56
institute for,451,56
interesting is,132,56
interviewed by,233,56
is blowing,173,56
is evidence,143,56
is helping,396,56
is illegal,263,56
is present,184,56
is proving,137,56
is smooth,147,56
is unique,302,56
isn't nearly,74,56
it intends,58,56
it several,97,56
it though,815,56
it's from,253,56
it's way,359,56
just follow,240,56
keep a,1334,56
ken hitchcock,167,56
knocking on,196,56
know no,158,56
la russa,389,56
laden is,89,56
late and,713,56
let's hang,100,56
life by,414,56
list is,705,56
lived there,301,56
lives and,1120,56
lol if,181,56
longer to,356,56
lord and,547,56
lose in,161,56
lose track,63,56
make something,534,56
man you,533,56
managing partner,143,56
match made,58,56
may it,207,56
may look,226,56
mayor of,668,56
middle name,299,56
mistaken for,157,56
mood of,129,56
more it,328,56
more opportunities,192,56
most like,129,56
movie with,456,56
must make,358,56
my knowledge,270,56
my lovely,472,56
my obsession,101,56
my shoes,391,56
my story,691,56
my weight,340,56
never knew,660,56
never occurred,77,56
never talk,135,56
never tried,339,56
new song,1091,56
news and,942,56
night is,750,56
night to,1305,56
no means,434,56
no spot,167,56
no worse,98,56
nobody in,157,56
noise in,114,56
not any,271,56
not every,491,56
not follow,302,56
not mad,150,56
not open,239,56
not showing,162,56
obvious to,219,56
of aggravated,191,56
of april,918,56
of chocolate,539,56
of concern,304,56
of county,243,56
of craft,183,56
of fruits,91,56
of photos,370,56
of political,848,56
of three,2420,56
of trees,348,56
offense and,359,56
oh wow,525,56
ok but,453,56
old man,1155,56
on st,254,56
on standardized,75,56
on thanksgiving,221,56
one form,97,56
one over,157,56
one pair,95,56
one where,423,56
only has,495,56
open it,412,56
open letter,98,56
our god,236,56
panel of,437,56
pay at,130,56
pay their,349,56
people call,235,56
people had,467,56
per of,82,56
perched on,174,56
personal relationship,84,56
pick us,68,56
pitch in,202,56
places like,427,56
player to,539,56
pleasantly surprised,313,56
please if,98,56
plot of,210,56
point he,328,56
post office,721,56
praise god,216,56
prize in,187,56
process has,173,56
races in,182,56
raised the,493,56
reactions to,221,56
read them,498,56
ready set,116,56
really all,246,56
really ought,58,56
region in,160,56
register as,100,56
rest on,217,56
revolves around,259,56
rewarded with,147,56
right mind,121,56
rip adam,73,56
rising gas,58,56
role is,197,56
rounded to,59,56
sad i,541,56
said percent,63,56
salad and,454,56
sample of,332,56
say when,421,56
scenes from,172,56
sea and,328,56
senate bill,537,56
session with,406,56
sets up,225,56
she wasn't,847,56
shooting at,226,56
shot with,227,56
shots from,152,56
should hang,97,56
shows on,287,56
simple way,92,56
simply the,323,56
since and,724,56
since before,183,56
since joining,83,56
slept on,148,56
sneak up,73,56
some getting,66,56
some help,404,56
something different,749,56
songs of,234,56
spend their,257,56
spent four,110,56
spread of,290,56
stamp set,477,56
state will,399,56
store on,303,56
street is,415,56
strip live,73,56
stroll through,96,56
stronger and,296,56
struck and,102,56
succumbed to,166,56
suit against,154,56
sunny and,301,56
superior to,237,56
tax on,418,56
telling her,376,56
than once,509,56
than with,316,56
thanks i'll,281,56
that appear,132,56
that go,646,56
that likes,116,56
that marriage,138,56
that mitt,74,56
that tweet,529,56
that's always,242,56
the banner,228,56
the beverly,125,56
the cavs,852,56
the corporate,518,56
the courts,655,56
the friday,338,56
the hardware,187,56
the hero,418,56
the info,847,56
the inhabitants,104,56
the marion,73,56
the pleasures,76,56
the proud,193,56
the relay,200,56
the script,723,56
the storm,1250,56
the stream,279,56
the strip,396,56
then headed,161,56
these girls,339,56
they continued,100,56
they grew,118,56
things could,181,56
think im,455,56
this calls,59,56
this dish,391,56
this happens,419,56
this it's,415,56
this we,604,56
those affected,89,56
three decades,452,56
through at,176,56
throwing the,238,56
tips to,292,56
to brighten,154,56
to creating,174,56
to forgive,462,56
to kiss,448,56
to master,258,56
to prep,153,56
to reinforce,147,56
to renovate,146,56
to soften,204,56
to trim,226,56
to wall,122,56
together all,167,56
tonight against,119,56
too afraid,86,56
too can't,80,56
trial for,237,56
tuesday by,166,56
turning to,361,56
twist on,174,56
two nights,299,56
u must,183,56
up bright,70,56
up onto,102,56
up we,728,56
upset about,332,56
video will,100,56
voice for,226,56
walk with,512,56
was active,94,56
was entitled,80,56
was needed,289,56
was organized,102,56
was supported,61,56
was two,285,56
wasn't for,329,56
we ask,455,56
we dont,295,56
we forget,262,56
we recognize,159,56
were of,296,56
what your,1256,56
while doing,347,56
who tend,59,56
who's in,337,56
whole life,755,56
will catch,190,56
will for,226,56
william g,75,56
win by,298,56
winner for,228,56
with images,107,56
with music,354,56
with young,274,56
work well,418,56
workers of,128,56
world heritage,87,56
world there,141,56
would call,566,56
written a,447,56
wrote an,200,56
year along,66,56
year it's,415,56
year one,193,56
year's worth,58,56
years away,124,56
you arrive,154,56
you belong,171,56
you everything,194,56
you mind,240,56
you respond,129,56
you she,338,56
you telling,95,56
you'd think,597,56
you're never,225,56
you're planning,114,56
you're still,726,56
you're thinking,313,56
your blood,230,56
a blanket,459,55
a blood,374,55
